Data;Area provenienza;Area Arrivo;Numero di visitatori
2019-07-02;Palazzo Poggi;Piazza Puntoni (Via Zamboni);2763
2019-07-02;Piazza Verdi;Via Del Guasto;0
2019-07-02;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);1139
2019-07-02;2 Torri (Inizio Portico Via Zamboni);Via Del Guasto;0
2019-07-02;2 Torri (Inizio Portico Via Zamboni);Piazza Verdi;1702
2019-07-04;Via San Giacomo;Palazzo Poggi;22178
2019-07-04;Piazza Scaravilli;Palazzo Poggi;16902
2019-07-04;Piazza Verdi;Piazza Scaravilli;1032
2019-07-04;Piazza Verdi;2 Torri (Inizio Portico Via Zamboni);1221
2019-07-04;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);130
2019-07-05;Via San Giacomo;Piazza Verdi;8639
2019-07-05;Palazzo Poggi;Piazza Verdi;0
2019-07-05;Via Del Guasto;Via San Giacomo;0
2019-07-05;Facoltà Di Giurisprudenza;Palazzo Poggi;0
2019-07-06;Porta San Donato;Facoltà Di Giurisprudenza;278
2019-07-06;Via San Giacomo;Piazza Verdi;7913
2019-07-08;2 Torri (Inizio Portico Via Zamboni);Piazza Rossini (Palazzo Malvezzi);5059
2019-07-09;Porta San Donato;Piazza Puntoni (Via Zamboni);3878
2019-07-10;Piazza Puntoni (Via Zamboni);Facoltà Di Giurisprudenza;307
2019-07-10;Piazza Scaravilli;Facoltà Di Giurisprudenza;0
2019-07-11;Piazza Scaravilli;Piazza Verdi;0
2019-07-11;Via Del Guasto;Piazza Rossini (Palazzo Malvezzi);0
2019-07-11;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;3509
2019-07-12;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);1144
2019-07-12;Via San Giacomo;Piazza Verdi;7111
2019-07-12;2 Torri (Inizio Portico Via Zamboni);Porta San Donato;525
2019-07-12;2 Torri (Inizio Portico Via Zamboni);Via San Giacomo;749
2019-07-13;Facoltà Di Giurisprudenza;Via San Giacomo;3060
2019-07-13;Facoltà Di Giurisprudenza;2 Torri (Inizio Portico Via Zamboni);10641
2019-07-13;Piazza Rossini (Palazzo Malvezzi);Piazza Scaravilli;0
2019-07-13;2 Torri (Inizio Portico Via Zamboni);Via San Giacomo;960
2019-07-14;Via San Giacomo;Piazza Scaravilli;0
2019-07-14;Piazza Scaravilli;Piazza Verdi;0
2019-07-14;Piazza Rossini (Palazzo Malvezzi);Porta San Donato;343
2019-07-14;2 Torri (Inizio Portico Via Zamboni);Piazza Verdi;1437
2019-07-14;2 Torri (Inizio Portico Via Zamboni);Facoltà Di Giurisprudenza;10491
2019-07-15;Porta San Donato;Via San Giacomo;832
2019-07-15;Palazzo Poggi;Facoltà Di Giurisprudenza;0
2019-07-15;Palazzo Poggi;2 Torri (Inizio Portico Via Zamboni);0
2019-07-15;Via Del Guasto;Piazza Puntoni (Via Zamboni);127
2019-07-15;2 Torri (Inizio Portico Via Zamboni);Porta San Donato;403
2019-07-16;Porta San Donato;Via Del Guasto;125
2019-07-16;Via San Giacomo;Piazza Rossini (Palazzo Malvezzi);7219
2019-07-16;Palazzo Poggi;Piazza Rossini (Palazzo Malvezzi);3157
2019-07-16;Piazza Verdi;Via Del Guasto;10773
2019-07-16;Piazza Verdi;Piazza Rossini (Palazzo Malvezzi);15588
2019-07-17;Facoltà Di Giurisprudenza;Porta San Donato;216
2019-11-23;Via Del Guasto;Via San Giacomo;1998
2019-11-23;Piazza Verdi;Porta San Donato;1095
2019-11-23;Facoltà Di Giurisprudenza;Piazza Rossini (Palazzo Malvezzi);43368
