Data;Area provenienza;Area Arrivo;Numero di visitatori
2019-09-02;Piazza Puntoni (Via Zamboni);Porta San Donato;2802
2019-09-02;Piazza Scaravilli;Porta San Donato;160
2019-09-02;Piazza Scaravilli;Facoltà Di Giurisprudenza;324
2019-09-02;Piazza Scaravilli;Piazza Rossini (Palazzo Malvezzi);1867
2019-09-02;Via Del Guasto;2 Torri (Inizio Portico Via Zamboni);51
2019-09-02;Piazza Verdi;Facoltà Di Giurisprudenza;7346
2019-09-02;Piazza Verdi;Piazza Rossini (Palazzo Malvezzi);9543
2019-09-02;Piazza Verdi;2 Torri (Inizio Portico Via Zamboni);1153
2019-09-03;Porta San Donato;Piazza Scaravilli;142
2019-09-03;Piazza Puntoni (Via Zamboni);Piazza Scaravilli;1977
2019-09-03;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);780
2019-09-03;Piazza Puntoni (Via Zamboni);2 Torri (Inizio Portico Via Zamboni);98
2019-09-03;Via San Giacomo;Piazza Puntoni (Via Zamboni);3087
2019-09-03;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);41
2019-09-03;Palazzo Poggi;Piazza Puntoni (Via Zamboni);3063
2019-09-03;Palazzo Poggi;Piazza Rossini (Palazzo Malvezzi);3438
2019-09-03;Via Del Guasto;Piazza Puntoni (Via Zamboni);109
2019-09-03;Piazza Verdi;Facoltà Di Giurisprudenza;9120
2019-09-03;2 Torri (Inizio Portico Via Zamboni);Palazzo Poggi;142
2019-09-04;Porta San Donato;Palazzo Poggi;237
2019-09-04;Porta San Donato;Via Del Guasto;85
2019-09-04;Via San Giacomo;Porta San Donato;418
2019-09-04;Via San Giacomo;Piazza Verdi;5941
2019-09-04;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);2310
2019-09-04;Palazzo Poggi;Facoltà Di Giurisprudenza;1333
2019-09-04;Via Del Guasto;Piazza Puntoni (Via Zamboni);158
2019-09-04;Via Del Guasto;Piazza Scaravilli;113
2019-09-04;Via Del Guasto;Palazzo Poggi;649
2019-09-04;Via Del Guasto;Facoltà Di Giurisprudenza;1476
2019-09-04;Piazza Verdi;2 Torri (Inizio Portico Via Zamboni);1241
2019-09-04;Facoltà Di Giurisprudenza;Porta San Donato;137
2019-09-04;Facoltà Di Giurisprudenza;Palazzo Poggi;623
2019-09-04;Facoltà Di Giurisprudenza;Via Del Guasto;750
2019-09-04;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);1121
2019-09-04;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;2765
2019-09-04;Piazza Rossini (Palazzo Malvezzi);Piazza Verdi;13483
2019-09-04;2 Torri (Inizio Portico Via Zamboni);Via San Giacomo;692
2019-09-05;Piazza Puntoni (Via Zamboni);Facoltà Di Giurisprudenza;177
2019-09-05;Palazzo Poggi;Via Del Guasto;1332
2019-09-05;Palazzo Poggi;Piazza Verdi;3461
2019-09-05;Via Del Guasto;Piazza Puntoni (Via Zamboni);152
2019-09-05;Via Del Guasto;Palazzo Poggi;575
2019-09-05;Facoltà Di Giurisprudenza;Via San Giacomo;2838
2019-09-05;Facoltà Di Giurisprudenza;Palazzo Poggi;689
2019-09-05;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);1176
2019-09-05;Piazza Rossini (Palazzo Malvezzi);2 Torri (Inizio Portico Via Zamboni);7989
2019-09-05;2 Torri (Inizio Portico Via Zamboni);Piazza Scaravilli;49
2019-09-06;Porta San Donato;Piazza Puntoni (Via Zamboni);3259
2019-09-06;Porta San Donato;Via Del Guasto;77
2019-09-06;Piazza Puntoni (Via Zamboni);Palazzo Poggi;1628
2019-09-06;Piazza Puntoni (Via Zamboni);Piazza Verdi;361
2019-09-06;Via San Giacomo;Porta San Donato;453
2019-09-06;Palazzo Poggi;2 Torri (Inizio Portico Via Zamboni);168
2019-09-06;Via Del Guasto;Piazza Puntoni (Via Zamboni);112
2019-09-06;Via Del Guasto;Piazza Verdi;9076
2019-09-06;Via Del Guasto;Piazza Rossini (Palazzo Malvezzi);1703
2019-09-06;Piazza Verdi;Piazza Puntoni (Via Zamboni);419
2019-09-06;Piazza Verdi;Piazza Rossini (Palazzo Malvezzi);8908
2019-09-06;Facoltà Di Giurisprudenza;Porta San Donato;131
2019-09-06;Facoltà Di Giurisprudenza;Via San Giacomo;2226
2019-09-06;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;2129
2019-09-06;Piazza Rossini (Palazzo Malvezzi);Piazza Verdi;9297
2019-09-06;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);82
2019-09-06;2 Torri (Inizio Portico Via Zamboni);Via Del Guasto;82
2019-09-07;Porta San Donato;Piazza Puntoni (Via Zamboni);3091
2019-09-07;Porta San Donato;Facoltà Di Giurisprudenza;325
2019-09-07;Piazza Puntoni (Via Zamboni);Via San Giacomo;4849
2019-09-07;Piazza Puntoni (Via Zamboni);Via Del Guasto;139
2019-09-07;Piazza Puntoni (Via Zamboni);2 Torri (Inizio Portico Via Zamboni);112
2019-09-07;Via San Giacomo;Palazzo Poggi;0
2019-09-07;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);2991
2019-09-07;Piazza Scaravilli;Piazza Verdi;1653
2019-09-07;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);112
2019-09-07;Palazzo Poggi;Via Del Guasto;0
2019-09-07;Palazzo Poggi;Piazza Rossini (Palazzo Malvezzi);0
2019-09-07;Palazzo Poggi;2 Torri (Inizio Portico Via Zamboni);0
2019-09-07;Via Del Guasto;2 Torri (Inizio Portico Via Zamboni);84
2019-09-07;Piazza Verdi;Piazza Puntoni (Via Zamboni);458
2019-09-07;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);1149
2019-09-07;Piazza Rossini (Palazzo Malvezzi);Via San Giacomo;7466
2019-09-07;Piazza Rossini (Palazzo Malvezzi);Piazza Scaravilli;1844
2019-09-07;2 Torri (Inizio Portico Via Zamboni);Piazza Scaravilli;60
2019-09-08;Porta San Donato;Piazza Puntoni (Via Zamboni);2422
2019-09-08;Porta San Donato;Via San Giacomo;579
2019-09-08;Via San Giacomo;Piazza Puntoni (Via Zamboni);2526
2019-09-08;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);2007
2019-09-08;Piazza Verdi;2 Torri (Inizio Portico Via Zamboni);1140
2019-09-08;Facoltà Di Giurisprudenza;Via Del Guasto;586
2019-09-08;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;0
2019-09-09;Porta San Donato;Facoltà Di Giurisprudenza;278
2019-09-09;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);2435
2019-09-09;Piazza Scaravilli;Piazza Verdi;1328
2019-09-09;Facoltà Di Giurisprudenza;Via San Giacomo;2124
2019-09-09;Facoltà Di Giurisprudenza;Palazzo Poggi;733
2019-09-09;Piazza Rossini (Palazzo Malvezzi);Via Del Guasto;2045
2019-09-09;Piazza Rossini (Palazzo Malvezzi);Facoltà Di Giurisprudenza;17917
2019-09-10;Piazza Puntoni (Via Zamboni);Porta San Donato;3928
2019-09-10;Via San Giacomo;Porta San Donato;564
2019-09-10;Via San Giacomo;Piazza Puntoni (Via Zamboni);3313
2019-09-10;Via San Giacomo;Piazza Scaravilli;35565
2019-09-10;Piazza Scaravilli;Porta San Donato;308
2019-09-10;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);2959
2019-09-10;Via Del Guasto;2 Torri (Inizio Portico Via Zamboni);76
2019-09-10;Facoltà Di Giurisprudenza;Piazza Rossini (Palazzo Malvezzi);32000
2019-09-10;Piazza Rossini (Palazzo Malvezzi);Facoltà Di Giurisprudenza;23685
2019-09-10;2 Torri (Inizio Portico Via Zamboni);Porta San Donato;472
2019-09-10;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);159
2019-09-11;Porta San Donato;Piazza Puntoni (Via Zamboni);4272
2019-09-11;Piazza Puntoni (Via Zamboni);Palazzo Poggi;1905
2019-09-11;Via San Giacomo;Porta San Donato;528
2019-09-11;Via San Giacomo;Piazza Verdi;5952
2019-09-11;Piazza Verdi;Porta San Donato;505
2019-09-11;Facoltà Di Giurisprudenza;Piazza Rossini (Palazzo Malvezzi);30551
2019-09-11;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);1485
2019-09-12;Porta San Donato;Palazzo Poggi;218
2019-09-12;Porta San Donato;Piazza Verdi;610
2019-09-12;Piazza Scaravilli;Porta San Donato;430
2019-09-12;Palazzo Poggi;Piazza Verdi;4991
2019-09-12;Via Del Guasto;Piazza Scaravilli;149
2019-09-12;Piazza Verdi;Piazza Scaravilli;791
2019-09-12;Piazza Verdi;2 Torri (Inizio Portico Via Zamboni);1003
2019-09-12;Piazza Rossini (Palazzo Malvezzi);Via Del Guasto;2538
2019-09-12;2 Torri (Inizio Portico Via Zamboni);Via San Giacomo;895
2019-09-13;Porta San Donato;2 Torri (Inizio Portico Via Zamboni);636
2019-09-13;Piazza Puntoni (Via Zamboni);Porta San Donato;3712
2019-09-13;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);60
2019-09-13;Via Del Guasto;Piazza Rossini (Palazzo Malvezzi);2939
2019-09-13;Facoltà Di Giurisprudenza;Piazza Puntoni (Via Zamboni);201
2019-09-13;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);1617
2019-09-13;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;1974
2019-09-13;2 Torri (Inizio Portico Via Zamboni);Porta San Donato;598
2019-09-14;Porta San Donato;Piazza Verdi;652
2019-09-14;Piazza Puntoni (Via Zamboni);Piazza Scaravilli;1681
2019-09-14;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);2892
2019-09-14;Piazza Scaravilli;Palazzo Poggi;0
2019-09-14;Palazzo Poggi;Via San Giacomo;0
2019-09-14;Palazzo Poggi;Piazza Rossini (Palazzo Malvezzi);0
2019-09-14;Palazzo Poggi;2 Torri (Inizio Portico Via Zamboni);0
2019-09-14;Facoltà Di Giurisprudenza;Palazzo Poggi;0
2019-09-14;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);1477
2019-09-15;Piazza Puntoni (Via Zamboni);Piazza Verdi;326
2019-09-15;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);634
2019-09-15;Via San Giacomo;Porta San Donato;736
2019-09-15;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);54
2019-09-15;Palazzo Poggi;Facoltà Di Giurisprudenza;0
2019-09-15;Palazzo Poggi;Piazza Rossini (Palazzo Malvezzi);0
2019-09-15;Via Del Guasto;Piazza Rossini (Palazzo Malvezzi);2866
2019-09-15;Piazza Verdi;Facoltà Di Giurisprudenza;12044
2019-09-15;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);174
2019-09-15;2 Torri (Inizio Portico Via Zamboni);Piazza Scaravilli;48
2019-09-15;2 Torri (Inizio Portico Via Zamboni);Via Del Guasto;103
2019-09-16;Porta San Donato;Piazza Rossini (Palazzo Malvezzi);324
2019-09-16;Piazza Puntoni (Via Zamboni);Palazzo Poggi;2051
2019-09-16;Via San Giacomo;Via Del Guasto;3824
2019-09-16;Palazzo Poggi;Porta San Donato;829
2019-09-16;Palazzo Poggi;Piazza Puntoni (Via Zamboni);3981
2019-09-16;Palazzo Poggi;Piazza Rossini (Palazzo Malvezzi);5136
2019-09-16;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);1733
2019-09-16;Piazza Rossini (Palazzo Malvezzi);Via San Giacomo;11389
2019-09-16;2 Torri (Inizio Portico Via Zamboni);Via Del Guasto;143
2019-09-17;Porta San Donato;Via San Giacomo;1174
2019-09-17;Piazza Puntoni (Via Zamboni);Via Del Guasto;206
2019-09-17;Piazza Scaravilli;Facoltà Di Giurisprudenza;470
2019-09-17;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);59
2019-09-17;Palazzo Poggi;Porta San Donato;933
2019-09-17;Via Del Guasto;Piazza Scaravilli;192
2019-09-17;Via Del Guasto;Piazza Verdi;15664
2019-09-17;Piazza Rossini (Palazzo Malvezzi);Piazza Scaravilli;2214
2019-09-17;Piazza Rossini (Palazzo Malvezzi);2 Torri (Inizio Portico Via Zamboni);10904
2019-09-18;Piazza Puntoni (Via Zamboni);Piazza Scaravilli;2292
2019-09-18;Piazza Puntoni (Via Zamboni);Piazza Verdi;619
2019-09-18;Via San Giacomo;Piazza Puntoni (Via Zamboni);2811
2019-09-18;Via San Giacomo;Via Del Guasto;2856
2019-09-18;Via San Giacomo;Piazza Verdi;6816
2019-09-18;Piazza Scaravilli;Porta San Donato;441
2019-09-18;Piazza Verdi;Via Del Guasto;14120
2019-09-18;Piazza Verdi;2 Torri (Inizio Portico Via Zamboni);980
2019-09-18;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);1640
2019-09-18;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;3466
2019-09-18;2 Torri (Inizio Portico Via Zamboni);Piazza Verdi;1951
2019-09-19;Porta San Donato;Piazza Puntoni (Via Zamboni);4498
2019-09-19;Porta San Donato;Via San Giacomo;1066
2019-09-19;Porta San Donato;Facoltà Di Giurisprudenza;363
2019-09-19;Piazza Puntoni (Via Zamboni);Facoltà Di Giurisprudenza;232
2019-09-19;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);709
2019-09-19;Via San Giacomo;Piazza Verdi;6472
2019-09-19;Via San Giacomo;Piazza Rossini (Palazzo Malvezzi);4584
2019-09-19;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);2766
2019-09-19;Piazza Scaravilli;Palazzo Poggi;29515
2019-09-19;Palazzo Poggi;Porta San Donato;818
2019-09-19;Piazza Verdi;2 Torri (Inizio Portico Via Zamboni);971
2019-09-19;Facoltà Di Giurisprudenza;Via Del Guasto;820
2019-09-19;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;2826
2019-09-19;Piazza Rossini (Palazzo Malvezzi);Via Del Guasto;3086
2019-09-19;2 Torri (Inizio Portico Via Zamboni);Piazza Verdi;1916
2019-09-20;Porta San Donato;Via San Giacomo;1092
2019-09-20;Porta San Donato;Palazzo Poggi;298
2019-09-20;Porta San Donato;2 Torri (Inizio Portico Via Zamboni);668
2019-09-20;Piazza Puntoni (Via Zamboni);Via San Giacomo;7467
2019-09-20;Piazza Scaravilli;Palazzo Poggi;26569
2019-09-20;Palazzo Poggi;Piazza Rossini (Palazzo Malvezzi);5275
2019-09-20;Via Del Guasto;Piazza Scaravilli;174
2019-09-20;Facoltà Di Giurisprudenza;Palazzo Poggi;688
2019-09-20;Facoltà Di Giurisprudenza;Piazza Verdi;6647
2019-09-20;Piazza Rossini (Palazzo Malvezzi);Piazza Scaravilli;2052
2019-09-20;2 Torri (Inizio Portico Via Zamboni);Piazza Scaravilli;32
2019-09-21;Piazza Puntoni (Via Zamboni);Via Del Guasto;183
2019-09-21;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);865
2019-09-21;Via San Giacomo;Palazzo Poggi;0
2019-09-21;Via San Giacomo;Piazza Verdi;10078
2019-09-21;Via San Giacomo;Facoltà Di Giurisprudenza;4910
2019-09-21;Piazza Scaravilli;Palazzo Poggi;0
2019-09-21;Palazzo Poggi;Piazza Verdi;0
2019-09-21;Via Del Guasto;Piazza Rossini (Palazzo Malvezzi);2614
2019-09-21;Facoltà Di Giurisprudenza;Via San Giacomo;3320
2019-09-21;Facoltà Di Giurisprudenza;Piazza Rossini (Palazzo Malvezzi);41132
2019-09-21;Piazza Rossini (Palazzo Malvezzi);Via Del Guasto;2905
2019-09-22;Porta San Donato;Piazza Puntoni (Via Zamboni);2791
2019-09-22;Porta San Donato;Piazza Rossini (Palazzo Malvezzi);367
2019-09-22;Piazza Puntoni (Via Zamboni);Palazzo Poggi;0
2019-09-22;Piazza Scaravilli;Porta San Donato;445
2019-09-22;Piazza Rossini (Palazzo Malvezzi);Porta San Donato;638
2019-09-22;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);1183
2019-09-22;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);185
2019-09-22;2 Torri (Inizio Portico Via Zamboni);Facoltà Di Giurisprudenza;14597
2019-09-22;2 Torri (Inizio Portico Via Zamboni);Piazza Rossini (Palazzo Malvezzi);5015
2019-09-23;Porta San Donato;Via Del Guasto;178
2019-09-23;Porta San Donato;Piazza Rossini (Palazzo Malvezzi);378
2019-09-23;Piazza Puntoni (Via Zamboni);Piazza Verdi;517
2019-09-23;Via San Giacomo;Facoltà Di Giurisprudenza;2366
2019-09-23;Palazzo Poggi;Via San Giacomo;36790
2019-09-23;Facoltà Di Giurisprudenza;Piazza Puntoni (Via Zamboni);213
2019-09-23;Piazza Rossini (Palazzo Malvezzi);Porta San Donato;666
2019-09-23;Piazza Rossini (Palazzo Malvezzi);Piazza Scaravilli;1592
2019-09-23;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);139
2019-09-23;2 Torri (Inizio Portico Via Zamboni);Piazza Scaravilli;48
2019-09-24;Porta San Donato;2 Torri (Inizio Portico Via Zamboni);702
2019-09-24;Via San Giacomo;Porta San Donato;854
2019-09-24;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);3493
2019-09-24;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);86
2019-09-24;Palazzo Poggi;Piazza Scaravilli;21991
2019-09-24;Piazza Verdi;Facoltà Di Giurisprudenza;14864
2019-09-24;Facoltà Di Giurisprudenza;Via Del Guasto;1112
2019-09-24;Piazza Rossini (Palazzo Malvezzi);Piazza Verdi;16444
2019-09-24;Piazza Rossini (Palazzo Malvezzi);Facoltà Di Giurisprudenza;25018
2019-09-25;Piazza Scaravilli;Piazza Rossini (Palazzo Malvezzi);3152
2019-09-25;Palazzo Poggi;Piazza Rossini (Palazzo Malvezzi);5505
2019-09-25;Via Del Guasto;Porta San Donato;171
2019-09-25;Via Del Guasto;Via San Giacomo;2897
2019-09-25;Via Del Guasto;Piazza Verdi;18895
2019-09-25;Via Del Guasto;Piazza Rossini (Palazzo Malvezzi);2677
2019-09-25;Via Del Guasto;2 Torri (Inizio Portico Via Zamboni);75
2019-09-25;Facoltà Di Giurisprudenza;Piazza Verdi;6734
2019-09-25;Facoltà Di Giurisprudenza;2 Torri (Inizio Portico Via Zamboni);14474
2019-09-25;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);191
2019-09-26;Porta San Donato;Via Del Guasto;190
2019-09-26;Palazzo Poggi;Porta San Donato;935
2019-09-26;Via Del Guasto;Piazza Scaravilli;220
2019-09-26;Piazza Verdi;Piazza Scaravilli;707
2019-09-26;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);210
2019-09-26;2 Torri (Inizio Portico Via Zamboni);Piazza Rossini (Palazzo Malvezzi);6307
2019-09-27;Porta San Donato;Piazza Verdi;1508
2019-09-27;Porta San Donato;Piazza Rossini (Palazzo Malvezzi);621
2019-09-27;Piazza Puntoni (Via Zamboni);Piazza Scaravilli;2908
2019-09-27;Piazza Scaravilli;Piazza Verdi;2700
2019-09-27;Via Del Guasto;Piazza Verdi;23099
2019-09-27;Piazza Verdi;Piazza Puntoni (Via Zamboni);719
2019-09-27;Piazza Rossini (Palazzo Malvezzi);2 Torri (Inizio Portico Via Zamboni);16434
2019-09-28;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);739
2019-09-28;Via San Giacomo;Piazza Puntoni (Via Zamboni);3879
2019-09-28;Via San Giacomo;Facoltà Di Giurisprudenza;5419
2019-09-28;Palazzo Poggi;Porta San Donato;220
2019-09-28;Palazzo Poggi;2 Torri (Inizio Portico Via Zamboni);64
2019-09-28;Via Del Guasto;Via San Giacomo;3202
2019-09-28;Via Del Guasto;Piazza Scaravilli;334
2019-09-28;Via Del Guasto;Facoltà Di Giurisprudenza;1308
2019-09-28;Piazza Verdi;Via San Giacomo;14563
2019-09-28;Piazza Verdi;Palazzo Poggi;515
2019-09-28;Facoltà Di Giurisprudenza;Via San Giacomo;3712
2019-09-28;Facoltà Di Giurisprudenza;Piazza Scaravilli;190
2019-09-29;Porta San Donato;2 Torri (Inizio Portico Via Zamboni);703
2019-09-29;Piazza Puntoni (Via Zamboni);Via San Giacomo;6892
2019-09-29;Piazza Puntoni (Via Zamboni);Facoltà Di Giurisprudenza;218
2019-09-29;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);682
2019-09-29;Via San Giacomo;Piazza Puntoni (Via Zamboni);3684
2019-09-29;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);3258
2019-09-29;Palazzo Poggi;Porta San Donato;0
2019-09-29;Palazzo Poggi;Via San Giacomo;0
2019-09-29;Piazza Verdi;2 Torri (Inizio Portico Via Zamboni);1252
2019-09-29;Facoltà Di Giurisprudenza;Piazza Verdi;8158
2019-09-29;Piazza Rossini (Palazzo Malvezzi);Porta San Donato;743
2019-09-30;Porta San Donato;Piazza Puntoni (Via Zamboni);5329
2019-09-30;Piazza Puntoni (Via Zamboni);Palazzo Poggi;8
2019-09-30;Via San Giacomo;Piazza Verdi;9501
2019-09-30;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);4867
2019-09-30;Palazzo Poggi;Piazza Puntoni (Via Zamboni);8
2019-09-30;Palazzo Poggi;Via Del Guasto;12
2019-09-30;Via Del Guasto;Piazza Puntoni (Via Zamboni);289
2019-09-30;Piazza Verdi;Porta San Donato;645
2019-09-30;Facoltà Di Giurisprudenza;Via Del Guasto;835
2019-09-30;2 Torri (Inizio Portico Via Zamboni);Piazza Scaravilli;62
2019-08-01;Porta San Donato;Via San Giacomo;515
2019-08-01;Porta San Donato;Facoltà Di Giurisprudenza;159
2019-08-01;Piazza Scaravilli;Porta San Donato;219
2019-08-01;Palazzo Poggi;Porta San Donato;23
2019-08-01;Via Del Guasto;Porta San Donato;49
2019-08-01;Via Del Guasto;Palazzo Poggi;14
2019-08-01;Via Del Guasto;Piazza Rossini (Palazzo Malvezzi);1181
2019-08-01;Piazza Verdi;Palazzo Poggi;53
2019-08-01;Facoltà Di Giurisprudenza;Piazza Verdi;4160
2019-08-02;Porta San Donato;Palazzo Poggi;27
2019-08-02;Piazza Scaravilli;Via San Giacomo;12085
2019-08-02;Palazzo Poggi;Via San Giacomo;938
2019-08-02;Via Del Guasto;Via San Giacomo;564
2019-08-02;Via Del Guasto;Piazza Scaravilli;78
2019-08-02;Piazza Verdi;Via San Giacomo;3227
2019-08-02;Facoltà Di Giurisprudenza;Via San Giacomo;1606
2019-08-03;Piazza Puntoni (Via Zamboni);Porta San Donato;1771
2019-08-03;Piazza Puntoni (Via Zamboni);2 Torri (Inizio Portico Via Zamboni);81
2019-08-03;Palazzo Poggi;Porta San Donato;0
2019-08-03;Via Del Guasto;Via San Giacomo;448
2019-08-03;Facoltà Di Giurisprudenza;Porta San Donato;139
2019-08-03;Piazza Rossini (Palazzo Malvezzi);Facoltà Di Giurisprudenza;11959
2019-08-04;Via San Giacomo;2 Torri (Inizio Portico Via Zamboni);453
2019-08-04;Piazza Scaravilli;Facoltà Di Giurisprudenza;266
2019-08-04;Palazzo Poggi;Via Del Guasto;0
2019-08-05;Piazza Puntoni (Via Zamboni);Piazza Verdi;240
2019-08-05;Piazza Puntoni (Via Zamboni);2 Torri (Inizio Portico Via Zamboni);65
2019-08-05;Palazzo Poggi;Porta San Donato;11
2019-08-05;Palazzo Poggi;2 Torri (Inizio Portico Via Zamboni);16
2019-08-05;Piazza Verdi;Piazza Rossini (Palazzo Malvezzi);4667
2019-08-05;Piazza Rossini (Palazzo Malvezzi);Facoltà Di Giurisprudenza;10505
2019-08-06;Porta San Donato;Piazza Puntoni (Via Zamboni);1721
2019-08-06;Porta San Donato;Piazza Rossini (Palazzo Malvezzi);210
2019-08-06;Piazza Scaravilli;Porta San Donato;166
2019-08-06;Piazza Scaravilli;Facoltà Di Giurisprudenza;253
2019-08-06;Palazzo Poggi;Via San Giacomo;1060
2019-08-06;Palazzo Poggi;Facoltà Di Giurisprudenza;125
2019-08-06;Via Del Guasto;Piazza Puntoni (Via Zamboni);70
2019-08-06;Facoltà Di Giurisprudenza;Palazzo Poggi;32
2019-08-07;Porta San Donato;Piazza Scaravilli;64
2019-08-07;Piazza Puntoni (Via Zamboni);Via Del Guasto;105
2019-08-07;Piazza Verdi;Piazza Rossini (Palazzo Malvezzi);4439
2019-08-08;Porta San Donato;2 Torri (Inizio Portico Via Zamboni);372
2019-08-08;Via San Giacomo;Via Del Guasto;577
2019-08-08;Palazzo Poggi;Piazza Rossini (Palazzo Malvezzi);0
2019-08-08;Via Del Guasto;Palazzo Poggi;0
2019-08-08;Facoltà Di Giurisprudenza;Via San Giacomo;3173
2019-08-09;Porta San Donato;Piazza Verdi;199
2019-08-09;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;0
2019-08-09;2 Torri (Inizio Portico Via Zamboni);Piazza Rossini (Palazzo Malvezzi);2867
2019-08-10;Palazzo Poggi;Piazza Scaravilli;0
2019-08-10;2 Torri (Inizio Portico Via Zamboni);Piazza Rossini (Palazzo Malvezzi);2854
2019-08-11;Porta San Donato;Piazza Puntoni (Via Zamboni);1228
2019-08-11;Porta San Donato;Palazzo Poggi;0
2019-08-20;Piazza Scaravilli;Porta San Donato;76
2019-11-25;Via San Giacomo;Porta San Donato;919
2019-11-25;Piazza Scaravilli;Facoltà Di Giurisprudenza;0
2019-11-25;Piazza Verdi;Via Del Guasto;6908
2019-11-25;Piazza Rossini (Palazzo Malvezzi);Via Del Guasto;4179
2019-11-25;Piazza Rossini (Palazzo Malvezzi);Piazza Verdi;15592
2019-11-26;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);0
2019-11-26;Via Del Guasto;Via San Giacomo;2777
2019-11-26;Piazza Verdi;Via Del Guasto;9187
2019-11-26;Piazza Rossini (Palazzo Malvezzi);Via San Giacomo;9885
2019-11-27;Via Del Guasto;Piazza Verdi;11310
2019-11-27;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;3540
2019-11-27;2 Torri (Inizio Portico Via Zamboni);Via San Giacomo;0
2019-11-28;Piazza Puntoni (Via Zamboni);Porta San Donato;4728
2019-11-28;Piazza Rossini (Palazzo Malvezzi);2 Torri (Inizio Portico Via Zamboni);0
2019-11-29;Porta San Donato;Piazza Puntoni (Via Zamboni);5361
2019-11-29;Via San Giacomo;Porta San Donato;1089
2019-11-29;Piazza Scaravilli;Palazzo Poggi;0
2019-11-29;Via Del Guasto;Porta San Donato;173
2019-11-29;Piazza Verdi;Facoltà Di Giurisprudenza;18409
2019-11-29;Facoltà Di Giurisprudenza;Piazza Scaravilli;0
2019-11-29;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);2069
2019-11-29;2 Torri (Inizio Portico Via Zamboni);Porta San Donato;0
2019-11-30;Palazzo Poggi;Facoltà Di Giurisprudenza;166
2019-11-30;Via Del Guasto;Palazzo Poggi;22
2019-11-30;Piazza Verdi;Piazza Puntoni (Via Zamboni);823
2019-11-30;Facoltà Di Giurisprudenza;Porta San Donato;428
2019-11-30;2 Torri (Inizio Portico Via Zamboni);Piazza Scaravilli;0
2019-10-01;Via San Giacomo;2 Torri (Inizio Portico Via Zamboni);275
2019-10-01;Via Del Guasto;Porta San Donato;234
2019-10-01;Piazza Rossini (Palazzo Malvezzi);Porta San Donato;808
2019-10-02;Porta San Donato;Piazza Scaravilli;163
