CODARCO;CODVIA;NOMEVIA;NUMQUART;Quartiere;Da;A;COD_NODO1;COD_NODO2;DATA_ISTIT;LUNGHEZ;CIVICO_MIN;ESPONENTE_;CIVICO_MAS;ESPONENTE0;CIVICO_MI0;ESPONENTE1;CIVICO_MA0;ESPONENTE2;Geo Point;Geo Shape;Codice nazionale Anncsu strada
7731;20500;VIA SAN DONATO;14;San Donato - San Vitale;VIA ILIO BARONTINI;VIA SAN DONATO;10469;15537;1997-11-18;166.0;42;;50;5B;;;;;44.500555964118284, 11.360275802024299;"{""coordinates"": [[11.360796712448792, 44.50120499806438], [11.360264613242077, 44.500534569385714], [11.360075168553884, 44.500301610524005], [11.359844059812014, 44.50002957723265], [11.359737307234138, 44.49992213268376]], ""type"": ""LineString""}";760249
8650;35970;VIA GIOVAN BATTISTA MARTINETTI;14;San Donato - San Vitale;VIA PIOPPE;VIA FRANCESCO FANTONI;16572;16908;1999-06-16;269.0;;;;;;;;;44.51054374680129, 11.410638820641752;"{""coordinates"": [[11.408963441389508, 44.51053573160084], [11.409687338291102, 44.51049293162763], [11.410109856073527, 44.510484002494664], [11.410419711519614, 44.51048088985265], [11.410730179862199, 44.51049324782006], [11.411029151784426, 44.51051786617858], [11.411309271968113, 44.51055149742805], [11.411647780533132, 44.51060279978737], [11.411953115525018, 44.51066512802951], [11.41230181109009, 44.510735820759415]], ""type"": ""LineString""}";760556
8653;4960;ROTONDA AUGUSTO BARONI;14;San Donato - San Vitale;VIALE TITO CARNACINI;VIA DEL COMMERCIO ASSOCIATO;16575;16577;1999-06-16;84.0;;;;;;;;;44.51611554417802, 11.399348135252701;"{""coordinates"": [[11.399081784774062, 44.51579345546782], [11.399083548571836, 44.51585419461211], [11.39913182987701, 44.5159744172089], [11.399177913394738, 44.516041102801026], [11.399239633748703, 44.516104650917924], [11.399316978037765, 44.5161650528029], [11.399417378377299, 44.51621087200727], [11.39952135360351, 44.516248144576736], [11.399608652099898, 44.516263225241495], [11.399679864384876, 44.51627019061557], [11.399750266640254, 44.51625743038394]], ""type"": ""LineString""}";760489
8655;4960;ROTONDA AUGUSTO BARONI;14;San Donato - San Vitale;VIALE GIUSEPPE FANIN;VIALE TITO CARNACINI;16580;16575;1999-06-16;152.0;;;;;;;;;44.51543267824548, 11.399776960411705;"{""coordinates"": [[11.400561421408975, 44.51552541919491], [11.400505843055594, 44.5154662258957], [11.400384367847352, 44.515387010231905], [11.400224227431941, 44.515325541256296], [11.400053452188454, 44.51529248264398], [11.39993151396911, 44.51529786419451], [11.399786777019415, 44.51532346751245], [11.399569194580993, 44.51539852255232], [11.399394701278164, 44.51546704486711], [11.39927497284559, 44.51552595344301], [11.399187069399872, 44.51559264639598], [11.399130334866731, 44.515650221796726], [11.39909767182572, 44.51571857145201], [11.399081784774062, 44.51579345546782]], ""type"": ""LineString""}";760489
8657;35970;VIA GIOVAN BATTISTA MARTINETTI;14;San Donato - San Vitale;VIA FRANCESCO FANTONI;ROTONDA GIUSEPPE ANTONIO TORRI;16908;16582;1999-06-16;61.0;;;;;;;;;44.511001327295176, 11.412218944139113;"{""coordinates"": [[11.41230181109009, 44.510735820759415], [11.41222498348255, 44.510918539718695], [11.412194456909015, 44.51099646273917], [11.412183076952523, 44.51112951790665], [11.41218983133567, 44.51121147846959], [11.41220768815608, 44.51127528933085]], ""type"": ""LineString""}";760556
8660;14970;VIA SANTA CATERINA DI QUARTO;14;San Donato - San Vitale;ROTONDA GIUSEPPE ANTONIO TORRI;VIA DELLO SMISTAMENTO;16583;13120;1999-06-16;65.0;;;;;;;;;44.51186749147234, 11.414111801122354;"{""coordinates"": [[11.41370106783176, 44.51187159539734], [11.413891062880502, 44.51186317550505], [11.414072375515826, 44.511868127656776], [11.414201287002768, 44.51186759792646], [11.414522696366584, 44.5118692892021]], ""type"": ""LineString""}";760288
8548;51850;VIA SAN RUFFILLO;16;Savena;VIA SAN RUFFILLO;VIA SAN RUFFILLO;16471;16472;1998-07-23;57.0;;;;;19;;19;2;44.45668765580016, 11.371186117621773;"{""coordinates"": [[11.37086116068758, 44.45679690402246], [11.371144622523156, 44.45670117022763], [11.371511307617531, 44.45657910263857]], ""type"": ""LineString""}";760275
11018;99999;NOME VIA DA ISTITUIRE;14;San Donato - San Vitale;ROTONDA SABINA SANTILLI;NOME VIA DA ISTITUIRE;17631;17632;2024-01-01;66.0;;;;;;;;;44.51259985280888, 11.433071011983646;"{""coordinates"": [[11.433028995707495, 44.512894650140666], [11.433113028259797, 44.5123050554771]], ""type"": ""LineString""}";
8104;41750;VIA GUGLIELMO OBERDAN;15;Santo Stefano;VIA GUGLIELMO OBERDAN;VIA GUGLIELMO OBERDAN;13280;16140;1998-03-18;22.0;4;;4;2;7;;7;F;44.49482168323673, 11.345540208945122;"{""coordinates"": [[11.34556188779064, 44.494920342739505], [11.345518530099607, 44.494723023733954]], ""type"": ""LineString""}";759820
8105;41750;VIA GUGLIELMO OBERDAN;15;Santo Stefano;VIA FRANCESCO RIZZOLI;VIA GUGLIELMO OBERDAN;16140;6147;1998-03-18;35.0;2;;2;B;1;;3;A;44.49456907653207, 11.345471387188898;"{""coordinates"": [[11.345518530099607, 44.494723023733954], [11.345461958877198, 44.494516739547855], [11.345406946830508, 44.494422397436516]], ""type"": ""LineString""}";759820
8106;41750;VIA GUGLIELMO OBERDAN;15;Santo Stefano;VIA GUGLIELMO OBERDAN;GALLERIA GIOVANNI ACQUADERNI;16140;16139;1998-03-18;53.0;;;;;5;;5;;44.494725845448016, 11.345791803748183;"{""coordinates"": [[11.345518530099607, 44.494723023733954], [11.345733554321567, 44.49470475944476], [11.345903076164788, 44.49467592454988], [11.34598732978718, 44.49486113172344]], ""type"": ""LineString""}";759820
8108;11300;VIA CALABRIA;16;Savena;VIA MOLISE;VIA MINCIO;6795;16146;1998-03-26;26.0;;;;;35;;35;;44.4754311908066, 11.38480267010313;"{""coordinates"": [[11.384945239142546, 44.4754896191087], [11.384660101063718, 44.47537276250451]], ""type"": ""LineString""}";758978
8247;37550;VIA GIOVANNI BATTISTA MELLONI;13;Porto - Saragozza;VIA FERNANDO DE ROSA;VIA GIOVANNI BATTISTA MELLONI;4639;16262;1998-06-11;21.0;34;;34;;;;;;44.49105348233963, 11.3196677295156;"{""coordinates"": [[11.319540862649067, 44.491063033774864], [11.319619921702142, 44.49106432616617], [11.319716583270719, 44.491049317217986], [11.319792744198503, 44.49102890911706]], ""type"": ""LineString""}";759698
8248;37550;VIA GIOVANNI BATTISTA MELLONI;13;Porto - Saragozza;VIA GIOVANNI BATTISTA MELLONI;VIA GIOVANNI BATTISTA MELLONI;16262;16259;1998-06-11;20.0;34;2;34;2B;;;;;44.491004207698424, 11.319915589763184;"{""coordinates"": [[11.319792744198503, 44.49102890911706], [11.320038435327866, 44.49097950627978]], ""type"": ""LineString""}";759698
8249;37550;VIA GIOVANNI BATTISTA MELLONI;13;Porto - Saragozza;VIA GIOVANNI BATTISTA MELLONI;VIA GIOVANNI BATTISTA MELLONI;16262;16261;1998-06-11;20.0;;;;;;;;;44.49094002558912, 11.319773455266429;"{""coordinates"": [[11.319792744198503, 44.49102890911706], [11.31977395954606, 44.49096403105748], [11.319761326499664, 44.49084972079022]], ""type"": ""LineString""}";759698
8977;52200;VIA DEI SABBIONI;15;Santo Stefano;VIALE RINO CRISTIANI;VIA DEI SABBIONI;5964;16812;2000-02-22;171.0;;;;;15;;23;2;44.48010458590607, 11.352015301098472;"{""coordinates"": [[11.35152412748433, 44.4807874209345], [11.35157835663485, 44.480705316420824], [11.351815899725576, 44.480379543039184], [11.352008927758863, 44.480120117251936], [11.352268509176785, 44.47975587083621], [11.352360484706022, 44.47962309570307], [11.35243838781709, 44.47950749037352], [11.35250874301734, 44.479423711696185]], ""type"": ""LineString""}";759167
8983;8800;VIA CESARE BOLDRINI;13;Porto - Saragozza;VIA ANTONIO GRAMSCI;VIA GIOVANNI AMENDOLA;10229;16816;2000-02-24;207.0;2;;8;2N;3;C;5;2Z;44.50433710246145, 11.342297102516007;"{""coordinates"": [[11.341022258837615, 44.50453011900269], [11.3435719461944, 44.50414408592021]], ""type"": ""LineString""}";759046
8996;56900;VIA GIUSEPPE TARTINI;14;San Donato - San Vitale;VIA GIUSEPPE TARTINI;VIA GIUSEPPE TARTINI;16823;16822;2000-03-07;63.0;2;;2;D;3;;3;2A;44.50213766636727, 11.362470744254741;"{""coordinates"": [[11.362249609873064, 44.50237177029731], [11.36248508393, 44.50211904737919], [11.362695548168109, 44.501907092118216]], ""type"": ""LineString""}";759800
7287;10650;VIA MICHELANGELO BUONARROTI;11;Borgo Panigale - Reno;VIA RAFFAELLO SANZIO;VIA ISAAC NEWTON;14759;14758;1997-06-24;74.0;;;;;;;;;44.49489696964909, 11.281912654106508;"{""coordinates"": [[11.281773301695933, 44.494580950940694], [11.282052006517082, 44.49521298835748]], ""type"": ""LineString""}";760012
7288;10650;VIA MICHELANGELO BUONARROTI;11;Borgo Panigale - Reno;VIA ISAAC NEWTON;VIA WOLFGANG AMADEUS MOZART;14758;15749;1997-06-24;142.0;16;;26;;;;;;44.49582273004661, 11.282324618103154;"{""coordinates"": [[11.282052006517082, 44.49521298835748], [11.282597229689227, 44.49643247173575]], ""type"": ""LineString""}";760012
5814;9000;PIAZZA CLODOVEO BONAZZI;11;Borgo Panigale - Reno;PIAZZA CLODOVEO BONAZZI;VIA DELLA BARCA;13579;13553;1997-02-21;64.0;8;;8;F;9;;9;B;44.49587832347322, 11.293072916141641;"{""coordinates"": [[11.292994220971044, 44.49606974876588], [11.293173391540037, 44.496019975450984], [11.292963749908438, 44.49560376565249]], ""type"": ""LineString""}";759069
8861;36450;PIAZZA DI PORTA MASCARELLA;15;Santo Stefano;VIALE CARLO BERTI PICHAT;VIA STALINGRADO;10489;16748;2000-01-14;17.0;;;;;;;;;44.502299799570885, 11.352879889808268;"{""coordinates"": [[11.352793863776968, 44.50234302505956], [11.352965915839565, 44.502256574082224]], ""type"": ""LineString""}";759411
98;61980;VIA VITALE DA BOLOGNA;11;Borgo Panigale - Reno;VIA AMBROGIO E PIETRO LORENZETTI;VIA WILIGELMO;4469;4375;1993-04-29;99.0;;;;;1;;1;2A;44.490975076444315, 11.291437215001999;"{""coordinates"": [[11.291262018662144, 44.49140379919125], [11.291612411341855, 44.49054635369739]], ""type"": ""LineString""}";760434
100;32490;VIA AMBROGIO E PIETRO LORENZETTI;11;Borgo Panigale - Reno;VIA VITALE DA BOLOGNA;VIA AMBROGIO E PIETRO LORENZETTI;4469;4471;1993-04-29;81.0;10;;10;;11;;17;;44.49130797825991, 11.290771533101118;"{""coordinates"": [[11.291262018662144, 44.49140379919125], [11.290281047540093, 44.49121215732857]], ""type"": ""LineString""}";758791
101;33680;ROTONDA ONORATO MALAGUTI;11;Borgo Panigale - Reno;VIA SIMONE DEI CROCEFISSI;VIA GIOVANNI DOMENICO CASSINI;4366;4470;1992-01-10;109.0;;;;;;;;;44.49079769051276, 11.288347908156254;"{""coordinates"": [[11.287720350908586, 44.49098793335785], [11.288541193086393, 44.49071250293889], [11.288661883291075, 44.4906836607389], [11.288783490416018, 44.490678575883315], [11.28898309133313, 44.490734044966494]], ""type"": ""LineString""}";760528
7456;8900;VIA RAFFAELE BOMBELLI;11;Borgo Panigale - Reno;VIA RAFFAELE BOMBELLI;VIA GIROLAMO CARDANO;8550;14996;1997-07-03;16.0;42;;42;D;;;;;44.51858121589995, 11.275881453025065;"{""coordinates"": [[11.275921697950457, 44.51864531751143], [11.275841208099672, 44.51851711428847]], ""type"": ""LineString""}";760193
9025;58600;VIA TOSCANA;16;Savena;VIA TOSCANA;VIA DEL POZZO;16485;16866;2000-06-14;48.0;172;;174;2;;;;;44.45473068026136, 11.367963725608579;"{""coordinates"": [[11.367734041824384, 44.454869543427975], [11.368193409392772, 44.45459181709475]], ""type"": ""LineString""}";760375
8486;54650;VIA SIEPELUNGA;16;Savena;VIA SIEPELUNGA;VIA SIEPELUNGA;16132;16429;1998-07-14;182.0;36;10;40;1;65;;69;;44.471612856022084, 11.360611420418996;"{""coordinates"": [[11.360432208469062, 44.47242901500893], [11.360443247717384, 44.47234609775688], [11.360470194907819, 44.47209710447588], [11.360509473798778, 44.47179693740741], [11.360570946811995, 44.47146787211336], [11.360602361128107, 44.471378600778806], [11.360613222695687, 44.47135830934714], [11.36065293868768, 44.471300618540845], [11.360737840397274, 44.47120520859981], [11.36087585787726, 44.471036787220335], [11.360942091663006, 44.47094176320289], [11.360963795266235, 44.470865485313354]], ""type"": ""LineString""}";760331
850;61500;VICOLO VIAZZOLO;15;Santo Stefano;VIA CASTIGLIONE;VIA DEGLI ANGELI;6009;5997;1991-10-21;83.0;2;;4;;1;;11;;44.48592786665953, 11.348763965870369;"{""coordinates"": [[11.348268482031347, 44.48604348305756], [11.348973474392725, 44.48587923826617], [11.349259250118457, 44.48581140156875]], ""type"": ""LineString""}";760420
851;42500;VIA DELL'ORO;15;Santo Stefano;VIA CASTIGLIONE;VIA CHIUDARE;6007;6008;1991-10-21;151.0;2;;16;;1;;17;A;44.48628591497029, 11.347351961860916;"{""coordinates"": [[11.346427684152031, 44.48644525628322], [11.347410294123735, 44.48627559349028], [11.347699849156568, 44.48622255527285], [11.34785338894067, 44.486200978147835], [11.348276585159633, 44.48612880500867]], ""type"": ""LineString""}";759384
854;42300;VIA ORFEO;15;Santo Stefano;VIA GIOVANNI PASCOLI;VIA DE' BUTTIERI;6016;6015;1991-10-21;81.0;32;6A;40;2;23;2;27;;44.486256327790386, 11.351052759113621;"{""coordinates"": [[11.35150498125599, 44.48609227212834], [11.351252869810228, 44.486184142188385], [11.350866200422194, 44.486322742504946], [11.350601226926996, 44.48642224912579]], ""type"": ""LineString""}";760072
9036;35100;VIA MARCO EMILIO LEPIDO;11;Borgo Panigale - Reno;VIA MARCO EMILIO LEPIDO;VIA MARCO EMILIO LEPIDO;16874;16876;2000-09-05;53.0;214;;214;;;;;;44.530021386261126, 11.239114149772055;"{""coordinates"": [[11.238834676212969, 44.53015500044507], [11.238952625191391, 44.530088994155555], [11.239048556785567, 44.53004090253825], [11.239401722276178, 44.52990526566422]], ""type"": ""LineString""}";759969
8903;28450;VIALE GIOVANNI GOZZADINI;15;Santo Stefano;PIAZZA DI PORTA SANTO STEFANO;PIAZZA DI PORTA CASTIGLIONE;16771;16768;2000-01-18;526.0;10;;10;;;;;;44.484797479406076, 11.352476458274543;"{""coordinates"": [[11.349216205310261, 44.485183240048116], [11.351058652124467, 44.48496758851235], [11.352545955957666, 44.48479140203039], [11.35372194005337, 44.48465040594373], [11.355735863831516, 44.484404630401315]], ""type"": ""LineString""}";759720
1524;56100;VIA SANTO STEFANO;15;Santo Stefano;VIA REMORSELLA;VIA DE' BUTTIERI;6356;5999;1991-10-21;75.0;74;;82;B;77;A;87;;44.48775829469718, 11.352539496611067;"{""coordinates"": [[11.352817942546679, 44.48748399100011], [11.352261050675455, 44.488032598394234]], ""type"": ""LineString""}";760307
95;33680;ROTONDA ONORATO MALAGUTI;11;Borgo Panigale - Reno;VIA GIOVANNI DOMENICO CASSINI;VIA FRANCESCO TADOLINI;4364;4366;1992-01-10;96.0;;;;;;;;;44.4913875484923, 11.287493521222906;"{""coordinates"": [[11.287266691537228, 44.491787163626746], [11.287720350908586, 44.49098793335785]], ""type"": ""LineString""}";760528
7897;38940;VIA MISA;16;Savena;VIALE VLADIMIR ILIC ULJANOV LENIN;VIA MISA;15784;6891;1997-12-04;43.0;;;;;1;;1;;44.48434607587468, 11.38482964928022;"{""coordinates"": [[11.384563961024051, 44.48438567886198], [11.385095337536388, 44.48430647288739]], ""type"": ""LineString""}";760024
7899;38940;VIA MISA;16;Savena;VIA MISA;VIA MISA;15783;15784;1997-12-04;326.0;2;;38;;9;;35;;44.48469589562461, 11.38256466070391;"{""coordinates"": [[11.380566645189628, 44.48501435224863], [11.382053267483276, 44.48477418282803], [11.384118598000187, 44.48445128356176], [11.384563961024051, 44.48438567886198]], ""type"": ""LineString""}";760024
7901;38940;VIA MISA;16;Savena;VIA MISA;VIA MISA;15783;15782;1997-12-04;78.0;;;;;41;;51;;44.48510430222253, 11.380088898081967;"{""coordinates"": [[11.380566645189628, 44.48501435224863], [11.380379210966739, 44.485055252560365], [11.380199388722685, 44.485089142873306], [11.379609191997497, 44.48518373129204]], ""type"": ""LineString""}";760024
7903;42580;VIA FRANCESCO ORSONI;13;Porto - Saragozza;VIA SARAGOZZA;VIA FRANCESCO ORSONI;4539;15806;1997-12-04;86.0;2;;4;;;;;;44.48915547729182, 11.320552841291692;"{""coordinates"": [[11.320592162110866, 44.4895391976721], [11.320605473616196, 44.489490835214106], [11.32062802214581, 44.48937351416329], [11.320643212242288, 44.48919910420137], [11.320636662496517, 44.48916271382536], [11.320614674681837, 44.48912298223067], [11.320598512530625, 44.48910138946617], [11.320582447457513, 44.48908224343153], [11.320537837541877, 44.489029584830334], [11.320431483495375, 44.488920960808905], [11.320326094682436, 44.488836660082846]], ""type"": ""LineString""}";759585
7742;55160;VIA DELLO SMISTAMENTO;14;San Donato - San Vitale;VIA DEL FERROVIERE;VIA DELLO SMISTAMENTO;10969;15549;1997-11-18;217.0;;;;;;;;;44.508412251721225, 11.41312462300669;"{""coordinates"": [[11.413353557833492, 44.50744853305636], [11.413335736843434, 44.507559884373585], [11.412886958173917, 44.50937419534188]], ""type"": ""LineString""}";759378
7748;31370;VIALE VLADIMIR ILIC ULJANOV LENIN;16;Savena;VIALE FELSINA;VIALE VLADIMIR ILIC ULJANOV LENIN;6889;15556;1997-11-18;158.0;38;;38;;;;;;44.48926775861064, 11.388480415557025;"{""coordinates"": [[11.388057890037016, 44.488626509211336], [11.388902941077033, 44.48990900800993]], ""type"": ""LineString""}";760448
1442;59400;LARGO ALFREDO TROMBETTI;15;Santo Stefano;VIA LUIGI ZAMBONI;VIA SAN SIGISMONDO;6288;6284;1991-10-21;63.0;2;;2;;1;;1;2;44.496362072998735, 11.351696977202982;"{""coordinates"": [[11.351986891528075, 44.49617311966411], [11.351939915764646, 44.49619289392522], [11.351872367424605, 44.49623531039138], [11.351447494924352, 44.496538069445656], [11.351423801212814, 44.49657256025894]], ""type"": ""LineString""}";758785
1444;6850;VIA BENEDETTO XIV;15;Santo Stefano;VIA SAN VITALE;PIAZZA GIOACCHINO ROSSINI;6217;6218;1992-01-10;87.0;2;;6;A;1;;5;B;44.494850153312704, 11.349192338285395;"{""coordinates"": [[11.349207037157791, 44.49445691555163], [11.349223454166655, 44.49457754541566], [11.349233281907281, 44.494764587899155], [11.349222546120474, 44.49484269018548], [11.349211452747697, 44.4949125174523], [11.349189342239903, 44.49499583224707], [11.349159882675698, 44.49506935041873], [11.34907346797573, 44.49522357845141]], ""type"": ""LineString""}";758931
245;60400;VIA ORESTE VANCINI;13;Porto - Saragozza;VIA FERRUCCIO MAGNANI;VIA SACCO E VANZETTI;4595;4619;1993-11-22;65.0;;;;;17;;17;;44.495204829735066, 11.31234085294875;"{""coordinates"": [[11.312741478985647, 44.495255233295], [11.312103089849673, 44.49517302567768], [11.311939371296784, 44.49516362986325]], ""type"": ""LineString""}";760071
248;52380;VIA SACCO E VANZETTI;13;Porto - Saragozza;VIA ORESTE VANCINI;VIA VALDOSSOLA;4615;4619;1993-11-22;100.0;;;;;7;;7;;44.49557707174738, 11.31218192343945;"{""coordinates"": [[11.312424475582114, 44.495990513631504], [11.311939371296784, 44.49516362986325]], ""type"": ""LineString""}";760241
858;14700;VIA CASTIGLIONE;15;Santo Stefano;VIA DEL CESTELLO;VIA ARIENTI;5943;6022;1991-10-21;98.0;42;2;60;A;49;;53;2A;44.48764330833477, 11.348023319928686;"{""coordinates"": [[11.347874729889515, 44.48806938762187], [11.34793064968959, 44.487899402850616], [11.34804509761547, 44.48756835514818], [11.34811051495953, 44.487478036924415], [11.348145487206809, 44.487213568574845]], ""type"": ""LineString""}";759038
258;33500;VIA FERRUCCIO MAGNANI;13;Porto - Saragozza;VIA ANDREA COSTA;VIA ORESTE VANCINI;4595;4596;1991-10-21;105.0;2;;6;;1;;5;;44.494783506967806, 11.312815005446843;"{""coordinates"": [[11.312741478985647, 44.495255233295], [11.31288853190804, 44.494311780640615]], ""type"": ""LineString""}";759543
260;60100;VIA VALDOSSOLA;13;Porto - Saragozza;VIA MONTEFIORINO;VIA SACCO E VANZETTI;4615;4616;1991-10-21;233.0;26;;36;;19;;33;B;44.49611519606533, 11.313878811253117;"{""coordinates"": [[11.312424475582114, 44.495990513631504], [11.312663601239015, 44.495999911543926], [11.31374137838197, 44.49608385222528], [11.314918304129757, 44.4962308608477], [11.315329541275503, 44.49627948010813]], ""type"": ""LineString""}";760402
9805;35970;VIA GIOVAN BATTISTA MARTINETTI;14;San Donato - San Vitale;VIA PIOPPE;NOME VIA DA ISTITUIRE;17168;16572;2006-02-08;428.0;;;;;;;;;44.51127412063889, 11.406526775238522;"{""coordinates"": [[11.404154016479298, 44.51222107209668], [11.405240653106668, 44.51174706275517], [11.406396241296193, 44.51126661106861], [11.407930263880063, 44.51074008455245], [11.408079817455768, 44.51068945020625], [11.408363789895413, 44.51062240386808], [11.40853069074859, 44.51059005622441], [11.408688405607908, 44.51056469009949], [11.408963441389508, 44.51053573160084]], ""type"": ""LineString""}";760556
8187;37000;VIA ENRICO MATTEI;14;San Donato - San Vitale;VIA ENRICO MATTEI;VIA ENRICO MATTEI;16218;16216;1998-06-03;42.0;;;;;;;;;44.49549885516626, 11.40409618745936;"{""coordinates"": [[11.404345281953432, 44.49556228068511], [11.403847092965288, 44.49543542964741]], ""type"": ""LineString""}";759494
8188;37000;VIA ENRICO MATTEI;14;San Donato - San Vitale;VIA ENRICO MATTEI;VIA ENRICO MATTEI;16218;16219;1998-06-03;110.0;42;;42;2;;;;;44.4960310574796, 11.404572472178394;"{""coordinates"": [[11.404345281953432, 44.49556228068511], [11.40442228110242, 44.49572099469814], [11.404799585168163, 44.496499871716345]], ""type"": ""LineString""}";759494
8858;36750;VIALE ANGELO MASINI;15;Santo Stefano;VIALE ANGELO MASINI;PIAZZA DI PORTA MASCARELLA;16747;16740;2000-01-14;155.0;36;;60;;;;;;44.50279426498342, 11.351596374941124;"{""coordinates"": [[11.35074914263639, 44.50314058320629], [11.351677448012516, 44.502757911953736], [11.352446073646835, 44.50245405549041]], ""type"": ""LineString""}";758812
8859;36750;VIALE ANGELO MASINI;15;Santo Stefano;VIALE ANGELO MASINI;MURA DI PORTA GALLIERA;16747;15198;2000-01-14;15.0;;;;;;;;;44.503086143965106, 11.35069540327297;"{""coordinates"": [[11.35074914263639, 44.50314058320629], [11.35064166390955, 44.50303170472392]], ""type"": ""LineString""}";758812
8534;14650;VIA LA CASTIGLIA;15;Santo Stefano;VIA LA CASTIGLIA;VIA LA CASTIGLIA;16460;16462;1998-07-23;30.0;;;;;29;;35;;44.47356845536365, 11.366970909523076;"{""coordinates"": [[11.367110647488872, 44.47348033920466], [11.36683117155728, 44.47365657152263]], ""type"": ""LineString""}";760463
121;28950;VIA RUGGERO GRIECO;11;Borgo Panigale - Reno;VIA GIUSEPPE DI VAGNO;VIA PAOLO BENTIVOGLIO;4479;4478;1993-12-02;113.0;2;;8;D;1;;1;;44.491880723117895, 11.296221624910213;"{""coordinates"": [[11.29555507051875, 44.492068854133805], [11.295813648073182, 44.4919850434968], [11.296419542725419, 44.49181866024503], [11.296624804702667, 44.49177522559777], [11.296721161106042, 44.49175514681035], [11.296821952220688, 44.491741028458215], [11.296898038526168, 44.491742513448074]], ""type"": ""LineString""}";760237
128;4850;VIA DELLA BARCA;11;Borgo Panigale - Reno;VIA DELLA FILANDA;VIA GIUSEPPE SARAGAT;4486;15506;1991-10-21;128.0;24;4;28;;19;3A;21;4;44.49407562490838, 11.29650744829054;"{""coordinates"": [[11.297185059819638, 44.49376829000274], [11.296134864279182, 44.49424423830958], [11.295830465799604, 44.4943843371115]], ""type"": ""LineString""}";759278
581;27250;VIA UMBERTO GIORDANO;16;Savena;VIA DELLA FOSCHERARA;VIA DOMENICO SCARLATTI;5757;5758;1991-10-21;74.0;14;;16;B;11;;11;;44.46834839562251, 11.372771486350713;"{""coordinates"": [[11.372833993638013, 44.4686793108669], [11.372708979063413, 44.46801748037812]], ""type"": ""LineString""}";760394
584;17790;VIA ARCANGELO CORELLI;16;Savena;VIA BENEDETTO MARCELLO;VIA ALESSANDRO CORTICELLI;5535;5692;1992-01-10;300.0;;;;;;;;;44.46429379136548, 11.375766498910135;"{""coordinates"": [[11.375462293832692, 44.46296528695586], [11.375544076852758, 44.46319665395313], [11.375631513913635, 44.46349454062105], [11.37571469280389, 44.46389440748911], [11.375794988752611, 44.464429202524], [11.375907730924798, 44.465069580067215], [11.376004277590894, 44.46563856167047]], ""type"": ""LineString""}";758861
1233;48800;VIA QUATTRO NOVEMBRE;13;Porto - Saragozza;VIA DE' FUSARI;PIAZZA GALILEO GALILEI;153;152;1992-01-10;66.0;12;;16;G;;;;;44.4937734526328, 11.341386740888353;"{""coordinates"": [[11.340986469801246, 44.493838562449724], [11.341596392987613, 44.49374475959874], [11.341680064039629, 44.49372229229409], [11.341732411571694, 44.49370219599417], [11.341777871675951, 44.493677199512675]], ""type"": ""LineString""}";759845
1236;11550;VIA CALCAVINAZZI;13;Porto - Saragozza;VIA UGO BASSI;VIA MONTE GRAPPA;163;161;1991-10-21;59.0;2;;2;H;1;;3;D;44.495491790251684, 11.340662101980177;"{""coordinates"": [[11.340559163200725, 44.495232984382874], [11.340647822800815, 44.495457968600775], [11.340735082495309, 44.495684097767324], [11.340753633945496, 44.49571015795311], [11.340767973135113, 44.49572305270759], [11.340784665152565, 44.49573753768436]], ""type"": ""LineString""}";758982
1238;32300;VIA GIOVANNI LIVRAGHI;13;Porto - Saragozza;VIA UGO BASSI;VIA FRANCESCO RISMONDO;159;160;1993-04-23;53.0;2;;2;H;1;;1;G;44.495124170778766, 11.339631622395482;"{""coordinates"": [[11.33970540755976, 44.495357085809324], [11.339557837231203, 44.494891255748215]], ""type"": ""LineString""}";759723
8573;58600;VIA TOSCANA;16;Savena;VIA TOSCANA;VIA TOSCANA;16488;16489;1998-07-27;139.0;202;;202;4;;;;;44.451914521255745, 11.364768570083482;"{""coordinates"": [[11.364109434382602, 44.4522165877142], [11.365121102596538, 44.45167203854213], [11.365346532258988, 44.45197617624051]], ""type"": ""LineString""}";760375
8574;58600;VIA TOSCANA;16;Savena;VIA GIUSEPPE BOSI;VIA TOSCANA;5539;16490;1998-07-27;118.0;;;;;;;;;44.45168997650455, 11.364344609730562;"{""coordinates"": [[11.363750403724529, 44.4519954995849], [11.3637658641221, 44.45195878178855], [11.363803890746642, 44.45192158771191], [11.36420292062499, 44.451748963161826], [11.364969437519413, 44.45142016297865]], ""type"": ""LineString""}";760375
8579;58600;VIA TOSCANA;16;Savena;VIA TOSCANA;VIA TOMASO ALBINONI;16493;5714;1998-07-27;23.0;42;8;42;8F;65;;65;;44.465175617713825, 11.370802546120768;"{""coordinates"": [[11.370799365531122, 44.465280073645786], [11.370805726710412, 44.465071161781864]], ""type"": ""LineString""}";760375
8583;58600;VIA TOSCANA;16;Savena;VIA TOSCANA;VIA TOSCANA;16495;16496;1998-07-27;29.0;;;;;95;;97;;44.46164708375629, 11.370388812625555;"{""coordinates"": [[11.37056700587029, 44.46162891639101], [11.370210619380819, 44.461665251121566]], ""type"": ""LineString""}";760375
8564;58600;VIA TOSCANA;16;Savena;VIA TOSCANA;VIA TOSCANA;16482;16483;1998-07-24;65.0;126;;134;;;;;;44.45814740224682, 11.370257894899089;"{""coordinates"": [[11.369885258771921, 44.458271372038304], [11.370155190889424, 44.458179036507], [11.370631715749905, 44.45802701705716]], ""type"": ""LineString""}";760375
