CODARCO;CODVIA;NOMEVIA;NUMQUART;Quartiere;Da;A;COD_NODO1;COD_NODO2;DATA_ISTIT;LUNGHEZ;CIVICO_MIN;ESPONENTE_;CIVICO_MAS;ESPONENTE0;CIVICO_MI0;ESPONENTE1;CIVICO_MA0;ESPONENTE2;Geo Point;Geo Shape;Codice nazionale Anncsu strada
2018;11300;VIA CALABRIA;16;Savena;VIA LANCIANO;VIA DEGLI ORTOLANI;6750;6699;1991-10-21;55.0;46;;46;;;;;;44.474167466130275, 11.38228408624983;"{""coordinates"": [[11.382470621797605, 44.47437429477313], [11.382323171668405, 44.47422286036518], [11.382107305403306, 44.473952038490864]], ""type"": ""LineString""}";758978
2019;11300;VIA CALABRIA;16;Savena;VIA PIETRANSIERI;VIA LANCIANO;6752;6750;1991-10-21;44.0;42;;44;;47;;49;;44.47450991571419, 11.382673813625896;"{""coordinates"": [[11.382880307520443, 44.474640449040535], [11.382675727903509, 44.47451477574253], [11.382470621797605, 44.47437429477313]], ""type"": ""LineString""}";758978
2020;45980;VIA PIETRANSIERI;16;Savena;VIA CALABRIA;VIA UDINE;6746;6752;1991-10-21;72.0;2;;2;;1;;1;;44.47490234875514, 11.38260984864746;"{""coordinates"": [[11.382339389774478, 44.475164248469746], [11.382880307520443, 44.474640449040535]], ""type"": ""LineString""}";760137
1829;36800;VIA GIUSEPPE MASSARENTI;14;San Donato - San Vitale;VIA GIOVANNI GARZONI;VIA PELAGIO PALAGI;6574;6575;1991-10-21;45.0;110;;114;D;21;;23;A;44.49243980226831, 11.365680185733659;"{""coordinates"": [[11.365420322172717, 44.49236266544913], [11.365940049294599, 44.49251693908749]], ""type"": ""LineString""}";759786
1830;36800;VIA GIUSEPPE MASSARENTI;14;San Donato - San Vitale;VIA PELAGIO PALAGI;VIA ANGELO VENTUROLI;6575;6572;1991-10-21;56.0;116;;122;4;25;;27;E;44.49256676540863, 11.366284591057074;"{""coordinates"": [[11.365940049294599, 44.49251693908749], [11.366050865466537, 44.4925408487671], [11.36663064889204, 44.492607395619864]], ""type"": ""LineString""}";759786
1572;53350;VIA LODOVICO SAVIOLI;15;Santo Stefano;VIA CLOTILDE TAMBRONI;VIA GIUSEPPE MEZZOFANTI;6361;6362;1991-10-21;137.0;12;;22;;13;;15;;44.48504848572165, 11.362905569489993;"{""coordinates"": [[11.363277492558174, 44.48560660919375], [11.362533646421813, 44.484490362249545]], ""type"": ""LineString""}";759894
1573;56750;VIA CLOTILDE TAMBRONI;15;Santo Stefano;VIA GIUSEPPE MEZZOFANTI;VIA LODOVICO SAVIOLI;6360;6361;1991-10-21;138.0;2;;14;B;1;;7;;44.48559823200451, 11.362409392249262;"{""coordinates"": [[11.361541603396724, 44.4855644000568], [11.361831034212285, 44.48558500575966], [11.36307531564084, 44.485617870660896], [11.363277492558174, 44.48560660919375]], ""type"": ""LineString""}";759070
1574;40450;VIA AUGUSTO MURRI;15;Santo Stefano;VIA GIOVANNI MARCHETTI;VIA AUGUSTO MURRI;5779;5871;1991-10-21;26.0;;;;;;;;;44.479037383988626, 11.364863635732984;"{""coordinates"": [[11.364783614916911, 44.479136832509084], [11.364943656549059, 44.478937935468174]], ""type"": ""LineString""}";758888
2024;59630;VIA UDINE;16;Savena;VIA ABRUZZO;VIA PIETRANSIERI;6746;13235;1991-10-21;57.0;2;;2;;1;;3;;44.475291959328146, 11.382648646880295;"{""coordinates"": [[11.382339389774478, 44.475164248469746], [11.38295790398611, 44.47541967018655]], ""type"": ""LineString""}";760385
1834;60900;VIA ANGELO VENTUROLI;14;San Donato - San Vitale;VIA ANTONIO BONDI;VIA EUSTACHIO MANFREDI;6576;6582;1991-10-21;95.0;32;;38;E;49;;55;;44.49114082612002, 11.370924452929202;"{""coordinates"": [[11.370386390218412, 44.491321259197186], [11.37146251563999, 44.49096039304284]], ""type"": ""LineString""}";758818
1819;9100;VIA ANTONIO BONDI;14;San Donato - San Vitale;VIA LUCIANO TOSO MONTANARI;VIA FILIPPO SCHIASSI;6442;6443;1991-10-21;57.0;;;;;19;;21;D;44.488409194965826, 11.368481036182121;"{""coordinates"": [[11.368622362494017, 44.488647763896864], [11.368371144733707, 44.48822208535343], [11.368333505244498, 44.48817490047071]], ""type"": ""LineString""}";758831
1821;53700;VIA FILIPPO SCHIASSI;14;San Donato - San Vitale;VIA BALDASSARRE AZZOGUIDI;VIA ANTONIO BONDI;6442;6565;1991-10-21;54.0;26;;28;;;;;;44.48874207385582, 11.368311294354019;"{""coordinates"": [[11.368622362494017, 44.488647763896864], [11.36800022621402, 44.48883638381478]], ""type"": ""LineString""}";759553
1824;31250;VIA LELIO DALLA VOLPE;14;San Donato - San Vitale;VIA CARLO ALBERTO PIZZARDI;VIA BALDASSARRE AZZOGUIDI;6571;6570;1991-10-21;71.0;2;;2;;1;;3;;44.48968013011807, 11.368264769420005;"{""coordinates"": [[11.368404584746033, 44.489967056488794], [11.368135067046756, 44.489560410552905], [11.368375020000936, 44.48947823520256]], ""type"": ""LineString""}";759865
9731;57980;VIALE PALMIRO TOGLIATTI;11;Borgo Panigale - Reno;PONTE RICCARDO BACCHELLI;NOME VIA DA ISTITUIRE;17138;16954;2005-05-17;134.0;;;;;;;;;44.50680622393272, 11.284365361102786;"{""coordinates"": [[11.283588819114735, 44.50703928793615], [11.285141903090835, 44.50657315992931]], ""type"": ""LineString""}";760089
9732;5640;ROTONDA BATTAGLIA DI CASTELDEBOLE;11;Borgo Panigale - Reno;VIA DELLA PIETRA;VIALE PALMIRO TOGLIATTI;17136;17135;2005-05-17;48.0;;;;;;;;;44.50737563445879, 11.28312342374821;"{""coordinates"": [[11.283393114682843, 44.507394726181445], [11.283364392884144, 44.507401791537546], [11.283333797399996, 44.50740758899029], [11.283294138886422, 44.507413576711826], [11.283258062311333, 44.507418187403395], [11.283231108332645, 44.507417691215316], [11.283209112229915, 44.50741787008117], [11.283178162222733, 44.50741459098542], [11.28314072401695, 44.507409785172655], [11.283112389293246, 44.507401637375686], [11.283082996860097, 44.5073918542518], [11.283049983765014, 44.50738213452867], [11.283005590915465, 44.50735966967004], [11.282990321999339, 44.50735009920729], [11.282972172798404, 44.50733957805602], [11.2829560016565, 44.50732429999458], [11.282935473375046, 44.50730440072001], [11.28290720901454, 44.50727582462316], [11.282888868553739, 44.50724912965685]], ""type"": ""LineString""}";760469
9735;5640;ROTONDA BATTAGLIA DI CASTELDEBOLE;11;Borgo Panigale - Reno;VIALE PALMIRO TOGLIATTI;VIA DELLA PIETRA;17138;17136;2005-05-17;47.0;;;;;;;;;44.50724501780099, 11.283550529476395;"{""coordinates"": [[11.283588819114735, 44.50703928793615], [11.283599644174293, 44.507062307035845], [11.283607099697885, 44.50707990196886], [11.283612473076852, 44.50710184178385], [11.283615457970022, 44.50712060645681], [11.283617877688473, 44.507144225820724], [11.283617095843224, 44.50716253469262], [11.283614282175876, 44.50718679890114], [11.283607512356612, 44.50720575870977], [11.283602175524484, 44.507223078391384], [11.283593834334846, 44.507240458172255], [11.283581169372791, 44.50726276783038], [11.283566191025473, 44.50728350330033], [11.283550324124574, 44.507300493466545], [11.28353660262685, 44.50731475794753], [11.283522721320628, 44.50732525354491], [11.2835066657022, 44.507337413097524], [11.283489876575949, 44.507350118472246], [11.283466345570059, 44.50736349885695], [11.283450172297167, 44.50737296898527], [11.283430902166563, 44.50737980928709], [11.283416111207414, 44.50738601983639], [11.283393114682843, 44.507394726181445]], ""type"": ""LineString""}";760469
10167;70;VIA NICOLO' DELL'ABATE;11;Borgo Panigale - Reno;VIA EGNAZIO DANTI;VIA DELLA CERTOSA;4612;17172;2007-03-05;374.0;;;;;11;;15;;44.495484137121146, 11.301946544286706;"{""coordinates"": [[11.300288227957624, 44.494833466610956], [11.300336918122504, 44.494807296230434], [11.300421905052763, 44.49480281084519], [11.301622820827879, 44.49492267262224], [11.301910588385885, 44.49495565341456], [11.301988814435006, 44.49497624036262], [11.30205621614665, 44.49501644611843], [11.302493458055933, 44.495797307922025], [11.302922306979116, 44.49663941981526], [11.303094257627087, 44.49694432542377]], ""type"": ""LineString""}";760052
10168;30160;PIAZZA RENZO IMBENI;14;San Donato - San Vitale;VIALE ALDO MORO;PIAZZA RENZO IMBENI;16625;17302;2007-03-05;235.0;;;;;;;;;44.508774097534406, 11.363591079707604;"{""coordinates"": [[11.362290901503068, 44.50925014658051], [11.362615104390018, 44.50908634225015], [11.363006778375215, 44.508929449691394], [11.36434260834054, 44.50857858841278], [11.36487733721491, 44.508273902099525]], ""type"": ""LineString""}";760524
10172;55950;VIA STALINGRADO;14;San Donato - San Vitale;VIA FERRUCCIO PARRI;VIA FERRUCCIO PARRI;10592;17304;2007-03-06;163.0;40;;42;4;43;;57;4;44.513401299417886, 11.358235327633528;"{""coordinates"": [[11.358577145200838, 44.51409131044103], [11.357893510066218, 44.51271128839474]], ""type"": ""LineString""}";760342
3978;20500;VIA SAN DONATO;14;San Donato - San Vitale;TANGENZIALE SAN LAZZARO-CASALECCHIO;VIA DEL PILASTRO;10878;10869;1991-10-21;74.0;;;;;159;;161;;44.51039356260354, 11.3824732793246;"{""coordinates"": [[11.382082690329216, 44.51021076104834], [11.382747242337565, 44.51052184768777], [11.382864038090007, 44.51057599975097]], ""type"": ""LineString""}";760249
3982;39800;VIA BRUNO MONTERUMICI;13;Porto - Saragozza;VIA CARAVAGGIO;ASSE SUD-OVEST;8790;13354;1991-10-21;62.0;38;;40;D;15;;17;;44.503754164280494, 11.308896819030753;"{""coordinates"": [[11.309250205668915, 44.50363202678588], [11.30854343239259, 44.5038763017751]], ""type"": ""LineString""}";758962
4557;3450;VIA ETTORE ASCOLI;11;Borgo Panigale - Reno;VIA PANIGALE;VIA ETTORE ASCOLI;8727;8732;1992-01-10;70.0;;;;;1;;3;;44.51698693940424, 11.282099268811418;"{""coordinates"": [[11.28182363615754, 44.51675763972714], [11.282012233280062, 44.51698285892643], [11.282064255466523, 44.51702555341802], [11.28212633733124, 44.51705004165642], [11.282212585656898, 44.517048317404296], [11.282292043979933, 44.517057018766124], [11.282351333676127, 44.517102151563186], [11.282400651494164, 44.51716805455752]], ""type"": ""LineString""}";759512
4568;36250;VIA MARZABOTTO;13;Porto - Saragozza;VIA EMILIA PONENTE;VIA FRANCESCO BARACCA;8776;8777;1991-10-21;108.0;2;;4;2A;1;;1;G;44.50370369625865, 11.313137371335497;"{""coordinates"": [[11.313437121244096, 44.504141557539064], [11.31298510773089, 44.50348238384235], [11.31283972046191, 44.503264415341384]], ""type"": ""LineString""}";759992
4588;44850;VIA GUGLIELMO PEPE;11;Borgo Panigale - Reno;VIA DE LA BIRRA;VIA GUGLIELMO PEPE;8916;8918;1993-04-08;188.0;4;;24;;3;;13;;44.52290640223383, 11.292818129645049;"{""coordinates"": [[11.292541787120117, 44.5221772168661], [11.29316917197777, 44.523063232374476], [11.29317634379315, 44.52308757524751], [11.293127561983562, 44.523113042122866], [11.29274299361136, 44.52330330238227], [11.292326195751864, 44.523307225535945]], ""type"": ""LineString""}";759821
4092;1230;VIA CESARE ALBICINI;12;Navile;VIA GIUSEPPE GIUSTI;VIA CARLO PORTA;13084;10750;1994-03-28;120.0;2;;14;;;;;;44.53059815597276, 11.350574098720438;"{""coordinates"": [[11.350768927015887, 44.53111995974231], [11.35037927042499, 44.53007635220321]], ""type"": ""LineString""}";759044
4095;5980;VIA LODOVICO BECCADELLI;12;Navile;VIA GIUSEPPE GIUSTI;VIA CARLO PORTA;13085;13086;1994-03-28;117.0;;;;;1;;29;;44.53076835097046, 11.349683270653287;"{""coordinates"": [[11.34988402418899, 44.53127280342205], [11.349491424960238, 44.53028677064382], [11.349490437185493, 44.53026221404962]], ""type"": ""LineString""}";759891
4099;2900;VIA DELL'ARCOVEGGIO;12;Navile;VIA ZACCARIA ZACCHI;VIA GIUSEPPE ROLLI;13080;13088;1991-10-21;102.0;72;;72;2;;;;;44.53295541863317, 11.347285845748122;"{""coordinates"": [[11.347468696316254, 44.5333882474984], [11.347379123160929, 44.53321698879197], [11.347306165241934, 44.533074259474745], [11.347221441933144, 44.532847652360545], [11.347192610736682, 44.53265293522871], [11.347185397878762, 44.5324988251236]], ""type"": ""LineString""}";759342
4101;13480;VIA DEL CARPENTIERE;14;San Donato - San Vitale;VIA EDOARDO WEBER;ROTONDA ENRICO BRUNETTI RODATI;16548;13090;1991-10-21;203.0;;;;;;;;;44.5031824749763, 11.389819923503966;"{""coordinates"": [[11.389199758877696, 44.50398067278233], [11.38923768326629, 44.503934731138436], [11.389512023299567, 44.50359011409753], [11.389589404950685, 44.50351729294082], [11.389927434006713, 44.50308166704611], [11.389950067181173, 44.502979878285444], [11.390322400252423, 44.50249424390728], [11.39036272062775, 44.50245095247903], [11.39044136235087, 44.502391167074414]], ""type"": ""LineString""}";759190
4108;30850;VIA LARGA;14;San Donato - San Vitale;VIA CERODOLO;VIA LICINIO CAPPELLI;10849;13095;1991-10-21;8.0;;;;;;;;;44.50088176830904, 11.395705530807266;"{""coordinates"": [[11.395727817855018, 44.50091608199323], [11.395683243759512, 44.50084745462485]], ""type"": ""LineString""}";759859
1615;1100;VIA LEANDRO ALBERTI;15;Santo Stefano;VIA SEVERINO FERRARI;VIA CARLO SIGONIO;6405;6377;1991-10-21;193.0;48;;60;;63;;77;;44.48351048565304, 11.370755065465467;"{""coordinates"": [[11.3696812592796, 44.48391262424683], [11.371828871651331, 44.483108347059265]], ""type"": ""LineString""}";759863
1619;29450;VIA GUAZZALOCA;15;Santo Stefano;VIA GUAZZALOCA;VIA ACHILLE CASANOVA;6413;6425;1991-10-21;31.0;;;;;;;;;44.48068362203339, 11.37614325755166;"{""coordinates"": [[11.375947891345982, 44.48067437057977], [11.376120789378133, 44.480684518757265], [11.37633876577336, 44.480689362015994]], ""type"": ""LineString""}";759815
1623;54850;VIA CARLO SIGONIO;15;Santo Stefano;VIA PELLEGRINO MATTEUCCI;VIA PELLIZZA DA VOLPEDO;6404;6426;1991-10-21;40.0;16;;16;;;;;;44.482338525277314, 11.37142498631578;"{""coordinates"": [[11.371512222691237, 44.48250911412767], [11.371408102740935, 44.48230251593974], [11.371334707834018, 44.48216954181798]], ""type"": ""LineString""}";759023
2008;42700;VIA DEGLI ORTOLANI;16;Savena;VIA VALLE D'AOSTA;VIA TEVERE;6703;6701;1991-10-21;98.0;28;;30;B;55;;73;;44.4731197352177, 11.384278066112202;"{""coordinates"": [[11.383733373169235, 44.47332986424117], [11.384336438632575, 44.47309717370624], [11.384822791274123, 44.472909689734884]], ""type"": ""LineString""}";759143
1804;7000;VIA GIUSEPPE BENTIVOGLI;14;San Donato - San Vitale;VIA SANTE VINCENZI;VIA MASSENZIO MASIA;6547;16000;1991-10-21;133.0;40;;48;A;83;;99;C;44.4966977352459, 11.364228187182984;"{""coordinates"": [[11.364147935295547, 44.49729264030599], [11.36430843907042, 44.49610283018581]], ""type"": ""LineString""}";759758
1806;21600;VIA PAOLO FABBRI;14;San Donato - San Vitale;VIA MARIO MUSOLESI;VIA SANTE VINCENZI;15998;6539;1991-10-21;96.0;28;;46;A;49;;49;;44.49554695450852, 11.362713467984882;"{""coordinates"": [[11.362650911286442, 44.49597561530939], [11.362776024683322, 44.49511829370765]], ""type"": ""LineString""}";760097
1810;23300;VIA FONDAZZA;15;Santo Stefano;STRADA MAGGIORE;PIAZZETTA GIORGIO MORANDI;6478;5941;1991-10-21;208.0;2;;40;D;1;;41;C;44.48974819898225, 11.355348910707331;"{""coordinates"": [[11.355952539141331, 44.49057828665728], [11.355218407204552, 44.48957343336647], [11.354816653880789, 44.48900746445235], [11.354753683236536, 44.48891216563229]], ""type"": ""LineString""}";759559
1811;7600;VIA DEI BERSAGLIERI;15;Santo Stefano;STRADA MAGGIORE;VIA SAN PETRONIO VECCHIO;6477;6123;1991-10-21;189.0;2;;6;C;1;;7;F;44.490705018460254, 11.353083358281184;"{""coordinates"": [[11.353743703628005, 44.49141350531959], [11.353620584515046, 44.49128527228029], [11.353067011826015, 44.490684400526845], [11.352780613258746, 44.49037860713683], [11.352421602695246, 44.48999782339092]], ""type"": ""LineString""}";759147
1362;37900;PIAZZA DELLA MERCANZIA;15;Santo Stefano;VIA CAPRARIE;GALLERIA DEL LEONE;6222;6219;1993-04-27;27.0;;;;;;;;;44.493860954439455, 11.34643691228354;"{""coordinates"": [[11.346424401603864, 44.493740671487046], [11.346449422963214, 44.49398123739186]], ""type"": ""LineString""}";759318
1715;33350;STRADA MAGGIORE;15;Santo Stefano;VICOLO MALGRADO;VIA FONDAZZA;6490;6478;1991-10-21;3.0;;;;;;;;;44.490584828279054, 11.355936993661475;"{""coordinates"": [[11.355921448181618, 44.49059136990083], [11.355952539141331, 44.49057828665728]], ""type"": ""LineString""}";759949
1680;60600;VIA VINCENZO VELA;14;San Donato - San Vitale;VIA FOSSOLO;VIA MARIA GAETANA AGNESI;6434;6451;1991-10-21;100.0;2;;12;D;1;;5;;44.48598109409487, 11.371822880322974;"{""coordinates"": [[11.372036246417174, 44.48640398387002], [11.371642803729955, 44.48563203011579], [11.371651367513035, 44.48555044174771]], ""type"": ""LineString""}";760431
1682;60600;VIA VINCENZO VELA;14;San Donato - San Vitale;VIA LUCIANO TOSO MONTANARI;VIA FILIPPO SCHIASSI;6440;6438;1991-10-21;67.0;16;;18;;9;;11;;44.487194746962906, 11.372501593549954;"{""coordinates"": [[11.372676326900267, 44.48747046125529], [11.37232686019964, 44.48691903267052]], ""type"": ""LineString""}";760431
1692;42250;VIA MARCELLO ORETTI;16;Savena;VIA EMILIA LEVANTE;VIALE FELSINA;6418;6419;1991-10-21;278.0;2;;14;;1;;25;;44.483411595080085, 11.37841027988959;"{""coordinates"": [[11.378797607479536, 44.48463120563678], [11.378487740892384, 44.48364771924621], [11.378465205303714, 44.48359357005653], [11.37826343774552, 44.482956365999414], [11.378026033408664, 44.48219097773203]], ""type"": ""LineString""}";759963
1696;37950;VIA ANTONIO MEUCCI;14;San Donato - San Vitale;VIA PIETRO MENGOLI;VIA ANTONIO BONDI;6444;6445;1991-10-21;178.0;2;;10;;3;;13;;44.48891702754299, 11.37008008043056;"{""coordinates"": [[11.369068313184682, 44.48925406172213], [11.369303395901191, 44.48918118613609], [11.371090047679852, 44.48857445034947]], ""type"": ""LineString""}";758849
1664;24000;VIA FOSSOLO;14;San Donato - San Vitale;VIA GIUSEPPE MAZZINI;VIA VINCENZO VELA;6451;6452;1991-10-21;90.0;2;;10;;5;;5;F;44.485270215458485, 11.37127602510498;"{""coordinates"": [[11.371651367513035, 44.48555044174771], [11.371591653297555, 44.48553232678834], [11.371529049000651, 44.485503720800466], [11.371496278650183, 44.485483290521614], [11.371466285062674, 44.48546372981447], [11.371121158619497, 44.48513296878629], [11.37093879607424, 44.48493582769574]], ""type"": ""LineString""}";759564
1670;37300;VIA GIUSEPPE MAZZINI;15;Santo Stefano;VIA PELAGIO PALAGI;VIA ANTONIO BONDI;6435;6453;1991-10-21;75.0;138;;140;2;87;2;87;3C;44.48648196151427, 11.366764839976925;"{""coordinates"": [[11.366347714226722, 44.486642114527676], [11.367181965727129, 44.486321808500875]], ""type"": ""LineString""}";759788
1673;37700;VIA PIETRO MENGOLI;14;San Donato - San Vitale;VIA CINCINNATO BARUZZI;VIA MARIA GAETANA AGNESI;6433;6457;1991-10-21;79.0;8;;10;;3;;7;;44.48670799376279, 11.369849230855179;"{""coordinates"": [[11.37006595544669, 44.4870267460366], [11.369632506263669, 44.48638924148899]], ""type"": ""LineString""}";760157
1675;37300;VIA GIUSEPPE MAZZINI;15;Santo Stefano;VIA FOSSOLO;VIA MAURIZIO PADOA;6452;15646;1991-10-21;44.0;160;;160;G;103;;107;H;44.484837638211204, 11.37118206331178;"{""coordinates"": [[11.37093879607424, 44.48493582769574], [11.37142533054932, 44.484739448726664]], ""type"": ""LineString""}";759788
